Address,Postal_Code,County,Price_euro,Not_Full_Market_Price,Description_of_Property,Property_Size_Description,Day,Month,Year,DoS_yyyymmdd,Income_Indices,Income_Per_Person_euro
"43 Mill Gate, Millerstown, Kilcock",Unknown,Meath,334999.9943,No,New Dwelling house /Apartment,Unknown,14,5,2019,2019-05-14,100.5939859,32000.85779
"23 Hamilton Hill, Barnageeragh Cove, Skerries",Unknown,Dublin,335000.00565,No,New Dwelling house /Apartment,greater than or equal to 125 sq metres,1,9,2017,2017-09-01,120.8404921,35777.04822
"67 RIDGEWOOD SQ, SWORDS, DUBLIN",Unknown,Dublin,296000.0,No,Second-Hand Dwelling house /Apartment,Unknown,4,12,2018,2018-12-04,122.3417314,37406.12892
"51 BAWNVILLE RD, TALLAGHT, DUBLIN 24",Dublin 24,Dublin,296000.0,No,Second-Hand Dwelling house /Apartment,Unknown,5,3,2021,2021-03-05,123.9176757,41522.06589
"26 TOURNORE COURT, ABBEYSIDE, DUNGARVAN",Unknown,Waterford,296000.0,No,Second-Hand Dwelling house /Apartment,Unknown,3,6,2021,2021-06-03,89.61237729,29907.28912
"39A THE BEECHES, GRANGE RD, DUBLIN",Dublin 13,Dublin,296000.0,No,Second-Hand Dwelling house /Apartment,Unknown,1,12,2015,2015-12-01,121.3860474,32997.87569
"APT 17, HUBAND COURT, PERCY PLACE DUBLIN 4",Dublin 4,Dublin,296000.0,No,Second-Hand Dwelling house /Apartment,Unknown,14,12,2018,2018-12-14,122.3417314,37406.12892
"64 NEWBURY, CASTLEMARTIN, KILLCULLEN",Unknown,Kildare,296000.0,No,Second-Hand Dwelling house /Apartment,Unknown,10,8,2021,2021-08-10,107.7075719,36026.93033
"33 Rossan Court, Waterville, Blanchardstown",Dublin 15,Dublin,336585.22609999997,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,21,3,2016,2016-03-21,121.9729259,34144.23583
"10 the view, citywest village, citywest",Dublin 24,Dublin,337004.2,No,New Dwelling house /Apartment,Unknown,15,3,2019,2019-03-15,122.2901374,38902.81574
"11 MOYFENRATH, ENFIELD, MEATH",Unknown,Meath,297000.0,No,Second-Hand Dwelling house /Apartment,Unknown,31,8,2018,2018-08-31,103.6349247,31686.50065
"12 SYLVAN CLOSE, KINGSWOOD HEIGHTS, TALLAGHT DUBLIN 24",Dublin 24,Dublin,297000.0,No,Second-Hand Dwelling house /Apartment,Unknown,11,8,2016,2016-08-11,121.9729259,34144.23583
"31 THE GROVE, HUNTERS RUN, CLONEE DUBLIN 15",Dublin 15,Dublin,297000.0,No,Second-Hand Dwelling house /Apartment,Unknown,31,1,2019,2019-01-31,122.2901374,38902.81574
"BLACKDITCH, NURNEY, COUNTY KILDARE",Unknown,Kildare,297000.0,No,Second-Hand Dwelling house /Apartment,Unknown,5,11,2018,2018-11-05,113.8570586,34811.93017
"LOCATRIM STUD, KNOCKAVILLE, GAYBROOK",Unknown,Westmeath,297000.0,No,Second-Hand Dwelling house /Apartment,Unknown,1,12,2016,2016-12-01,85.71374307,23994.09734
"19 Oranhill, Oranmore",Unknown,Galway,297200.0,No,Second-Hand Dwelling house /Apartment,Unknown,22,8,2012,2012-08-22,94.27968127,24432.27114
"41 TURNBERRY SQ, BALDOYLE, DUBLIN 13",Dublin 13,Dublin,297500.0,No,Second-Hand Dwelling house /Apartment,Unknown,15,5,2018,2018-05-15,122.3417314,37406.12892
"84 GLENCLOY RD, LARKHILL, WHITEHALL",Dublin 9,Dublin,297500.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,17,6,2019,2019-06-17,122.2901374,38902.81574
"APT 21, 46 NORTH GREAT GEORGES ST, DUBLIN 1",Dublin 1,Dublin,297500.0,No,Second-Hand Dwelling house /Apartment,Unknown,3,12,2014,2014-12-03,120.6112462,31589.80748
"135 PHILIPSBURGH AVE, FAIRVIEW, DUBLIN 3",Unknown,Dublin,297699.0,No,Second-Hand Dwelling house /Apartment,Unknown,25,3,2015,2015-03-25,121.3860474,32997.87569
"THE BUNGALOW, BALLYNATTIN, ARKLOW",Unknown,Wicklow,298000.0,No,Second-Hand Dwelling house /Apartment,Unknown,1,8,2018,2018-08-01,103.2362037,31564.59124
"IVY LODGE COLEMANSTOWN, BALLINASLOE, COLEMANSTOWN",Unknown,Galway,298000.0,No,Second-Hand Dwelling house /Apartment,Unknown,29,10,2021,2021-10-29,88.85740352,29578.80337
"48 PALACE FIELDS, TUAM, GALWAY",Unknown,Galway,298000.0,No,Second-Hand Dwelling house /Apartment,Unknown,7,7,2021,2021-07-07,88.85740352,29578.80337
"6 ORCHARD CLOSE, STAMULLEN, MEATH",Unknown,Meath,298000.0,No,Second-Hand Dwelling house /Apartment,Unknown,26,1,2017,2017-01-26,105.0864966,31112.78838
"78 Stoneleigh, Craddockstown, Naas",Unknown,Kildare,338846.8952,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,6,7,2018,2018-07-06,113.8570586,34811.93017
"62 RIVER VALLEY GROVE, SWORDS, CO DUBLIN",Unknown,Dublin,299000.0,No,Second-Hand Dwelling house /Apartment,Unknown,19,2,2015,2015-02-19,121.3860474,32997.87569
"19 Grand Canal Wood, Allenwood",Unknown,Kildare,339365.0,No,New Dwelling house /Apartment,Unknown,17,2,2021,2021-02-17,107.7075719,36026.93033
"COLLIERS LANE, PORTLAOISE, LAOIS",Unknown,Laois,299000.0,No,Second-Hand Dwelling house /Apartment,Unknown,12,4,2017,2017-04-12,82.72038948,24490.89136
"BELLINTER, NAVAN, MEATH",Unknown,Meath,299000.0,No,Second-Hand Dwelling house /Apartment,Unknown,6,3,2015,2015-03-06,99.21203355,26970.03831
"11 COLLEGE CLOSE, DUNSHAUGHLIN, MEATH",Unknown,Meath,299000.0,No,Second-Hand Dwelling house /Apartment,Unknown,20,12,2018,2018-12-20,103.6349247,31686.50065
"BALLYSEA, BALLYCRONEEN, CLOYNE",Unknown,Cork,299000.0,No,Second-Hand Dwelling house /Apartment,Unknown,24,8,2017,2017-08-24,98.94301186,29293.89683
"22 Churchfields Way, Churchfields, Ashbourne",Unknown,Meath,339999.465,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,25,6,2018,2018-06-25,103.6349247,31686.50065
"24 The Cedar, Manor Brook, Adare",Unknown,Limerick,339999.465,No,New Dwelling house /Apartment,Unknown,19,11,2021,2021-11-19,111.3360294,37352.90892
"22 Beresford Place, Donabate",Unknown,Dublin,339999.465,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,13,6,2017,2017-06-13,120.8404921,35777.04822
"26 Kenure Gate, Park Road, Rush",Unknown,Dublin,339999.465,No,New Dwelling house /Apartment,Unknown,8,8,2019,2019-08-08,122.2901374,38902.81574
"10 Parklands Downs, Citywest",Dublin 24,Dublin,339999.465,No,New Dwelling house /Apartment,Unknown,15,3,2021,2021-03-15,123.9176757,41522.06589
"7 Tower Mews, Station Road, Lusk",Unknown,Dublin,339999.465,No,New Dwelling house /Apartment,Unknown,21,1,2020,2020-01-21,123.1012168,40191.10945
"36 The Riverside, Ryebridge, Kilcock",Unknown,Kildare,339999.465,No,New Dwelling house /Apartment,Unknown,29,8,2019,2019-08-29,107.1593191,34089.41499
"5 Knightsgate Crescent, Rush, Co. Dublin",Unknown,Dublin,339999.465,No,New Dwelling house /Apartment,Unknown,30,9,2019,2019-09-30,122.2901374,38902.81574
"2 Marlmount Park, Dundalk",Unknown,Louth,339999.99844999996,No,New Dwelling house /Apartment,Unknown,13,8,2021,2021-08-13,87.35712112,29104.06999
"5 Somerton Lawns, Lucan",Unknown,Dublin,339999.99844999996,No,New Dwelling house /Apartment,Unknown,17,4,2019,2019-04-17,122.2901374,38902.81574
"Apt 28 Hill of Down House, Spencer Dock, North Wall Quay",Unknown,Dublin,339999.99844999996,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,3,3,2016,2016-03-03,121.9729259,34144.23583
"15 Hawthorn Gate, Maynooth Road, Celbridge",Unknown,Kildare,339999.99844999996,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,4,8,2017,2017-08-04,114.4367515,33881.10315
"4 Barretstown Meadows, Newbridge",Unknown,Kildare,339999.99844999996,No,New Dwelling house /Apartment,greater than or equal to 125 sq metres,15,6,2010,2010-06-15,104.4897558,26627.06646
"10 Beresford Road, Donabate",Unknown,Dublin,340453.99844999996,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,11,7,2016,2016-07-11,121.9729259,34144.23583
"KILLANLEY, CASTLECONOR, BALLINA",Unknown,Sligo,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,30,7,2021,2021-07-30,86.11087792,28716.55387
"5 TOWERVILLE, ST JOHNS RD, SANDYMOUNT DUBLIN 4",Dublin 4,Dublin,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,10,2,2017,2017-02-10,120.8404921,35777.04822
"49 RIDGE HALL, BALLYBRACK VILLAGE, DUBLIN",Unknown,Dublin,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,22,8,2017,2017-08-22,120.8404921,35777.04822
"PLUCKANES NORTH, DONOUGHMORE, CORK",Unknown,Cork,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,29,10,2015,2015-10-29,98.45160268,26763.32095
"MCGLYNN HOUSE, MAIN STREET, ROUNDSTONE",Unknown,Galway,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,16,9,2015,2015-09-16,90.412496,24577.95081
"179 SARTO LAWNS, SUTTON",Unknown,Dublin,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,24,8,2011,2011-08-24,117.6102093,29387.63815
"CHURCH RD, RATHMILES, PORTARLINGTON",Unknown,Laois,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,23,4,2020,2020-04-23,71.3192998,23145.2464
"12 Martin Grove, Blackhorse Avenue, Dublin 7",Dublin 7,Dublin,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,21,9,2010,2010-09-21,114.6838254,29224.81553
"FRIARSTOWN LOWER, BOHERNABREENA, TALLAGHT",Unknown,Dublin,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,16,4,2021,2021-04-16,123.9176757,41522.06589
"9 Newlyn Vale, Rochestown Road",Unknown,Cork,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,4,1,2013,2013-01-04,100.9859374,25943.65299
"127 GALTYMORE RD, DRIMNAGH, DUBLIN 8",Dublin 12,Dublin,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,23,1,2019,2019-01-23,122.2901374,38902.81574
"34 MILLERS HALL, THOMAS ST, DUBLIN 8",Dublin 8,Dublin,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,26,10,2018,2018-10-26,122.3417314,37406.12892
"43 BALNAGOWAN, PALMERSTON PARK, DUBLIN 6",Dublin 6,Dublin,300000.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,10,8,2021,2021-08-10,123.9176757,41522.06589
"12 BRIDEWELL PLACE, COLLON, LOUTH",Unknown,Louth,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,30,9,2019,2019-09-30,88.50637394,28155.55881
"38 DONELAN AVE, CEANNTFORT, MOUNTBROWN DUBLIN 8",Dublin 8,Dublin,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,3,6,2016,2016-06-03,121.9729259,34144.23583
"6 FERNDALE COURT, ALLIES RIVER RD, RATHMICHAEL",Unknown,Dublin,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,16,10,2020,2020-10-16,123.1012168,40191.10945
"53 OAKFIELD, ORANMORE, GALWAY",Unknown,Galway,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,16,4,2021,2021-04-16,88.85740352,29578.80337
"8 Hollybrook Grove, Clontarf",Dublin 3,Dublin,300000.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,19,5,2011,2011-05-19,117.6102093,29387.63815
"44 CEDAR VIEW, RIDGEWOOD FORREST ROAD, SWORDS",Unknown,Dublin,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,8,4,2011,2011-04-08,117.6102093,29387.63815
"BALLYCRYSTAL HOUSE, BUNCLODY, WEXFORD",Unknown,Wexford,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,30,4,2018,2018-04-30,83.40947072,25502.54421
"Caherclogh, Lisronagh",Unknown,Tipperary,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,5,12,2011,2011-12-05,90.79952516,22688.36699
"KILTILLANE, TEMPLEMORE",Unknown,Tipperary,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,13,12,2010,2010-12-13,92.77836976,23642.66044
"KNOCKDOE, CLAREGALWAY, GALWAY",Unknown,Galway,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,11,12,2015,2015-12-11,90.412496,24577.95081
"8 THE HEATH, DUNBOYNE CASTLE, DUNBOYNE",Unknown,Meath,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,6,3,2015,2015-03-06,99.21203355,26970.03831
"23 MARINE CRESCENT, BLACKROCK COVE, BLACKROCK",Unknown,Louth,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,10,8,2017,2017-08-10,90.98398142,26937.47961
"TOWNHOUSE 6, RUXTON COURT, DOMINIC ST",Unknown,Galway,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,22,10,2021,2021-10-22,88.85740352,29578.80337
"35 BELLVIEW RISE, FRANKFIELD, CORK",Unknown,Cork,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,26,1,2018,2018-01-26,101.6747702,31087.1811
"56 CLOONARKIN DR, ORANMORE, CO GALWAY",Unknown,Galway,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,22,2,2021,2021-02-22,88.85740352,29578.80337
"25 Sycamore Drive, Highfield Park, Galway",Unknown,Galway,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,20,8,2010,2010-08-20,98.69005065,25149.13081
"Loftus Hall, Fethard on Sea",Unknown,Wexford,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,29,7,2011,2011-07-29,86.92586788,21720.44389
"MONKSLAND, ATHLONE, ROSCOMMON",Unknown,Roscommon,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,5,10,2018,2018-10-05,79.18237538,24210.10482
"51 FINGAL ST, CORK ST, DUBLIN 8",Dublin 8,Dublin,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,22,7,2016,2016-07-22,121.9729259,34144.23583
"24 THE FASTNET, LANCASTER GATE, WESTERN ROAD",Unknown,Cork,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,14,12,2018,2018-12-14,101.6747702,31087.1811
"3 SPRING GARDENS, SALLINS RD, NAAS",Unknown,Kildare,300000.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,17,9,2020,2020-09-17,107.4330958,35044.78533
"Ballymurphy, Innishannon",Unknown,Cork,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,25,5,2015,2015-05-25,98.45160268,26763.32095
"16 CRUAGH RISE, CRUAGH MANOR, STEPASIDE DUBLIN 18",Dublin 18,Dublin,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,7,8,2015,2015-08-07,121.3860474,32997.87569
"24 WINDFIELD GARDENS, CLYBAUN RD, GALWAY",Unknown,Galway,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,23,1,2019,2019-01-23,90.37404068,28749.69908
"70 BENBULBIN RD, DRIMNAGH, DUBLIN 12",Dublin 12,Dublin,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,7,5,2019,2019-05-07,122.2901374,38902.81574
"MULLAGHCROGHERY, CLONES ROAD, MONAGHAN",Unknown,Monaghan,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,14,6,2021,2021-06-14,81.29524473,27159.64522
"25. Slugaire, Dooradoyle, Limeick",Unknown,Limerick,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,22,8,2011,2011-08-22,110.6530875,27649.23993
"60 LARKHILL RD, WHITEHALL, DUBLIN 9",Dublin 9,Dublin,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,19,5,2017,2017-05-19,120.8404921,35777.04822
"54 Verbena Avenue, Bayside",Dublin 13,Dublin,300000.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,30,4,2013,2013-04-30,120.0591077,30843.61949
"62 THE GALLAN, GRANITEFIELD MANOR, ROCHESTOWN AVE",Unknown,Dublin,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,23,5,2019,2019-05-23,122.2901374,38902.81574
"47 BELMONT SQ, RAHENY, DUBLIN 5",Dublin 5,Dublin,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,30,6,2016,2016-06-30,121.9729259,34144.23583
"1 SHANOWEN PARK, SANTRY, DUBLIN 9",Dublin 9,Dublin,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,16,12,2015,2015-12-16,121.3860474,32997.87569
"4 ROCKFIELD GROVE, MAYNOOTH, CO KILDARE",Unknown,Kildare,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,23,12,2020,2020-12-23,107.4330958,35044.78533
"192 KILLARNEY PARK, HERBERT RD, BRAY",Unknown,Wicklow,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,26,1,2018,2018-01-26,103.2362037,31564.59124
"HORISTOWN LODGE, RATHKENNY, NAVAN",Unknown,Meath,300000.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,25,6,2020,2020-06-25,100.1450409,32617.34424
"RONCALI, WAVECREST DR, BLACKROCK",Unknown,Louth,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,14,3,2019,2019-03-14,88.50637394,28155.55881
"24 HOLLY GROVE, RENMORE, GALWAY",Unknown,Galway,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,13,12,2019,2019-12-13,90.37404068,28749.69908
"10 INIS LUA, FATHER RUSSELL RD, CO. LIMERICK",Unknown,Limerick,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,8,6,2018,2018-06-08,108.2158455,33087.12259
"1 Belleek Manor, Belleek, Ballina",Unknown,Mayo,340500.0,No,New Dwelling house /Apartment,greater than or equal to 125 sq metres,30,7,2010,2010-07-30,87.63279608,22331.41676
"1 GLENMORE, COLLEGE ROAD, GALWAY",Unknown,Galway,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,14,1,2020,2020-01-14,89.61251364,29161.30477
"Irishtown, Mullingar",Unknown,Westmeath,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,12,4,2013,2013-04-12,87.82808054,22563.35192
"130 DUN NA COIRIBE, HEADFORD RD, GALWAY",Unknown,Galway,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,17,12,2018,2018-12-17,91.05341986,27839.69069
"23 KELLYS BAY SHORE, SKERRIES, DUBLIN",Unknown,Dublin,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,28,11,2016,2016-11-28,121.9729259,34144.23583
"15 CLAREVIEW, QUAY, WESTPORT",Unknown,Mayo,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,22,8,2019,2019-08-22,80.78251551,25698.45272
"8 TAYLORS COURT, ROSARY LANE, TAYLORS HILL",Unknown,Galway,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,1,2,2019,2019-02-01,90.37404068,28749.69908
"76 APPLEWOOD VILLAGE, SWORDS, DUBLIN",Unknown,Dublin,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,14,10,2020,2020-10-14,123.1012168,40191.10945
"COOLNATULLAGH, CARRON, CO CLARE",Unknown,Clare,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,7,3,2019,2019-03-07,89.8789254,28592.1935
"34 Fairhill Road, Claddagh",Unknown,Galway,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,14,8,2015,2015-08-14,90.412496,24577.95081
"LOWERTOWN, MOUNTBOLUS, TULLAMORE",Unknown,Offaly,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,11,8,2021,2021-08-11,69.69688723,23155.77216
"5 SHADY GROVE, WHEATON HALL, DUBLIN RD",Unknown,Louth,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,9,1,2020,2020-01-09,87.92986994,28625.88609
"7 THE MOORINGS, MAYPARK LANE, WATERFORD",Unknown,Waterford,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,1,9,2017,2017-09-01,88.63183845,26241.08446
"10 Fortview Avenue, Clontarf",Unknown,Dublin,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,27,4,2011,2011-04-27,117.6102093,29387.63815
"Clahane, Tralee",Unknown,Kerry,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,2,8,2012,2012-08-02,85.76827362,22226.56768
"79 QUARRY ROAD, CABRA, DUBLIN 7",Dublin 7,Dublin,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,31,5,2019,2019-05-31,122.2901374,38902.81574
"Apt 25 Booterstown Wood, Booterstown Avenue, Booterstown",Unknown,Dublin,340500.0,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,1,8,2011,2011-08-01,117.6102093,29387.63815
"Bective Place, Virginia",Unknown,Cavan,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,26,2,2010,2010-02-26,92.05058611,23457.19974
"26 ARDFIELD CRESCENT, GRANGE, DOUGLAS",Unknown,Cork,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,29,11,2019,2019-11-29,102.3223668,32550.68859
"RENARD, CAHIRCIVEEN",Unknown,Kerry,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,26,3,2012,2012-03-26,85.76827362,22226.56768
"116-118 BOHERMORE, GALWAY, CO GALWAY",Unknown,Galway,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,14,8,2019,2019-08-14,90.37404068,28749.69908
"APT 33 CARRIG HOUSE, CARRIGBRENNAN ROAD, MONKSTOWN",Unknown,Dublin,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,13,10,2017,2017-10-13,120.8404921,35777.04822
"62 SCRAHAN MEWS, ROSS RD, KILLARNEY",Unknown,Kerry,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,3,7,2020,2020-07-03,85.50174849,27883.99729
"100 KICKHAM RD, KILMAINHAM, DUBLIN 8",Dublin 8,Dublin,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,30,4,2021,2021-04-30,123.9176757,41522.06589
"CARTHALL, CURKISH, BAILIEBOROUGH",Unknown,Cavan,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,8,6,2020,2020-06-08,80.12035849,26052.14604
"THE BUNGALOW, ORCHARD RD, CLONDALKIN DUBLIN 22",Dublin 22,Dublin,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,24,7,2020,2020-07-24,123.1012168,40191.10945
"13 Beech Road, Muskerry Estate, Ballincollig",Unknown,Cork,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,23,12,2015,2015-12-23,98.45160268,26763.32095
"281 SUNDAYS WELL, NAAS, KILDARE",Unknown,Kildare,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,16,4,2021,2021-04-16,107.7075719,36026.93033
"7 Dr. Mannix Road, Salthill",Unknown,Galway,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,21,12,2012,2012-12-21,94.27968127,24432.27114
"ANDINA, 13 CASTLEROCK ROAD, BELMOUNT",Unknown,Limerick,300500.0,No,Second-Hand Dwelling house /Apartment,Unknown,16,11,2020,2020-11-16,110.2827876,36028.55853
"107 Churchfields, Churchfields, Ashbourne",Unknown,Meath,341504.3388,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,5,5,2017,2017-05-05,105.0864966,31112.78838
"22 THE HOLLOWS, NEWCASTLE RD, LUCAN",Unknown,Dublin,301000.0,No,Second-Hand Dwelling house /Apartment,Unknown,9,12,2021,2021-12-09,123.9176757,41522.06589
"186 WHITETHORN GARDENS, PALMERSTOWN, DUBLIN 20",Dublin 22,Dublin,301000.0,No,Second-Hand Dwelling house /Apartment,Unknown,12,12,2017,2017-12-12,120.8404921,35777.04822
"APT 4, 61 MAIN ST, CLONGRIFFIN DUBLIN 13",Dublin 13,Dublin,301000.0,No,Second-Hand Dwelling house /Apartment,Unknown,20,11,2017,2017-11-20,120.8404921,35777.04822
"137 GREENWOOD EST, TOGHER, CORK",Unknown,Cork,301000.0,No,Second-Hand Dwelling house /Apartment,Unknown,1,8,2018,2018-08-01,101.6747702,31087.1811
"20 DUN EMER WALK LUSK, DUBLIN",Unknown,Dublin,301000.0,No,Second-Hand Dwelling house /Apartment,Unknown,25,8,2021,2021-08-25,123.9176757,41522.06589
