Address,Postal_Code,County,Price_euro,Not_Full_Market_Price,Description_of_Property,Property_Size_Description,Day,Month,Year,DoS_yyyymmdd,Income_Indices,Income_Per_Person_euro,num_Postal_Code,num_County
"22 DURABHAN, ROSCAM, GALWAY",Unknown,Galway,93500.0,No,Second-Hand Dwelling house /Apartment,Unknown,25,4,2016,2016-04-25,92.06370489,25771.66062,22,6
"GLENADE HOUSE, GLENADE, CO. LEITRIM",Unknown,Leitrim,202000.0,No,Second-Hand Dwelling house /Apartment,Unknown,4,10,2019,2019-10-04,82.21186399,26153.15563,22,11
"55 PRIORY COURT, ST MICHAELS RD, GOREY",Unknown,Wexford,175000.0,No,Second-Hand Dwelling house /Apartment,Unknown,28,9,2015,2015-09-28,90.34716947,24560.19229,22,24
"'Jalna', 21 Benvoirlich Estate, Bishopstown  Cork",Unknown,Cork,265000.0,No,Second-Hand Dwelling house /Apartment,Unknown,1,9,2014,2014-09-01,99.86583566,26156.28826,22,3
"32 AUBURN VILLAGE, BALLYMAHON, LONGFORD",Unknown,Longford,140000.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,22,6,2018,2018-06-22,72.87930501,22282.93361,22,13
"APTS 1  2 & 4 GARVILLE HOUSE, GARVILLE AVENUE, RATHGAR",Dublin 6,Dublin,500000.0,No,Second-Hand Dwelling house /Apartment,Unknown,20,5,2021,2021-05-20,123.9176757,41522.06589,17,5
"17 GRANGE AVE STAMULLEN RD, GORMANSTOWN, MEATH",Unknown,Meath,225000.0,No,Second-Hand Dwelling house /Apartment,Unknown,16,12,2021,2021-12-16,99.69809961,33245.70711,22,16
"APT 1, CATHEDRAL MEWS, 46 UPPER JOHN ST",Unknown,Cork,80000.0,No,Second-Hand Dwelling house /Apartment,Unknown,3,6,2016,2016-06-03,98.91884037,27690.63863,22,3
"Ballyneale, Ballingarry",Unknown,Limerick,175000.0,No,Second-Hand Dwelling house /Apartment,Unknown,14,1,2011,2011-01-14,110.6530875,27649.23993,22,12
"TARMONS EAST, MOYVANE, KERRY",Unknown,Kerry,160000.0,No,Second-Hand Dwelling house /Apartment,Unknown,10,6,2020,2020-06-10,85.50174849,27883.99729,22,7
"99 Rowan Hill, Mount Oval Village, Rochestown",Unknown,Cork,294999.9838,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,4,6,2010,2010-06-04,100.639342,25645.86763,22,3
"362 GRIFFITH AVE, GLASNEVIN, DUBLIN 9",Dublin 9,Dublin,555000.0,No,Second-Hand Dwelling house /Apartment,Unknown,25,11,2019,2019-11-25,122.2901374,38902.81574,21,5
"APT. 79, LA ROCHELLE, CHRISTCHURCH",Unknown,Dublin,258000.0,No,Second-Hand Dwelling house /Apartment,Unknown,11,11,2016,2016-11-11,121.9729259,34144.23583,22,5
"Cloonageeragh, Kilrooskey",Unknown,Roscommon,170250.0,No,New Dwelling house /Apartment,Unknown,24,3,2020,2020-03-24,80.51419477,26196.92451,22,19
"55 CHAPEL LANE, SWORDS, DUBLIN",Unknown,Dublin,195000.0,No,Second-Hand Dwelling house /Apartment,Unknown,9,10,2015,2015-10-09,121.3860474,32997.87569,22,5
"15 Cosby Avenue, Fairgreen, Portlaoise",Unknown,Laois,105000.0,No,Second-Hand Dwelling house /Apartment,Unknown,15,1,2013,2013-01-15,89.36044662,22957.02231,22,10
"77 Pairc Chuimim, Kilcummin, Killarney",Unknown,Kerry,247500.0068,No,New Dwelling house /Apartment,Unknown,16,8,2019,2019-08-16,85.37893091,27160.65977,22,7
"CLOONKEEN, DUNMORE, GALWAY",Unknown,Galway,20000.0,No,Second-Hand Dwelling house /Apartment,Unknown,18,12,2015,2015-12-18,90.412496,24577.95081,22,6
"FARRANCALLIN, CROOKEDWOOD, MULLINGAR",Unknown,Westmeath,217000.0,No,Second-Hand Dwelling house /Apartment,Unknown,18,5,2020,2020-05-18,74.69792202,24268.74961,22,23
"21 Hampton Gardens Drive, Balbriggan",Unknown,Dublin,269999.475,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,13,7,2018,2018-07-13,122.3417314,37406.12892,22,5
"33 DUN EIMEAR, BETTYSTOWN",Unknown,Meath,274999.15,No,New Dwelling house /Apartment,Unknown,14,2,2019,2019-02-14,100.5939859,32000.85779,22,16
"LIOS CHRONIN, CAPPANTYMORE, MEELLICK",Unknown,Clare,270000.0,No,Second-Hand Dwelling house /Apartment,Unknown,9,11,2020,2020-11-09,89.41223561,29116.97526,22,2
"20 KERRYHALL RD, CORK, CORK",Unknown,Cork,130000.0,No,Second-Hand Dwelling house /Apartment,Unknown,21,12,2018,2018-12-21,101.6747702,31087.1811,22,3
"22 ASHLEY COURT, TULLAMORE, OFFALY",Unknown,Offaly,250000.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,14,4,2021,2021-04-14,69.69688723,23155.77216,22,18
"CLOONEIGH, GURTEEN, CO SLIGO",Unknown,Sligo,39000.0,No,Second-Hand Dwelling house /Apartment,Unknown,31,8,2015,2015-08-31,88.0164794,23926.61189,22,20
"5 OLD SCHOOL HOUSE, PATRICKSWELL, CO LIMERICK",Unknown,Limerick,152000.0,No,Second-Hand Dwelling house /Apartment,Unknown,22,9,2016,2016-09-22,108.8402222,30467.95989,22,12
"23 DUN EMER PARK, LUSK, DUBLIN",Unknown,Dublin,188000.0,No,Second-Hand Dwelling house /Apartment,Unknown,13,5,2016,2016-05-13,121.9729259,34144.23583,22,5
"10 DURABHAN, ROSCAM, GALWAY",Unknown,Galway,143000.0,No,Second-Hand Dwelling house /Apartment,Unknown,21,10,2014,2014-10-21,91.09733125,23859.69176,22,6
"KILDOORAS, CLONLARA, CLARE",Unknown,Clare,165000.0,No,Second-Hand Dwelling house /Apartment,Unknown,18,8,2016,2016-08-18,88.45751594,24762.16966,22,2
"4 CHURCHFIELDS, MILLTOWN, DUBLIN 6",Dublin 14,Dublin,55000.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,23,7,2020,2020-07-23,123.1012168,40191.10945,5,5
"17 PALACE FIELDS, TULLINADALY RD, TUAM",Unknown,Galway,115000.0,No,Second-Hand Dwelling house /Apartment,Unknown,11,1,2016,2016-01-11,92.06370489,25771.66062,22,6
"Cornamuckla, Broadford",Unknown,Kildare,400000.0,No,Second-Hand Dwelling house /Apartment,Unknown,3,12,2010,2010-12-03,104.4897558,26627.06646,22,8
"Glaistseanain, Clashmore",Unknown,Waterford,526000.0,No,Second-Hand Dwelling house /Apartment,Unknown,1,12,2015,2015-12-01,95.42257239,25939.90205,22,22
"CLOONMORE, ROSSCAHILL, GALWAY",Unknown,Galway,233000.0,No,Second-Hand Dwelling house /Apartment,Unknown,1,6,2016,2016-06-01,92.06370489,25771.66062,22,6
"32 DOORADOYLE PARK, DOORADOYLE RD, DOORADOYLE",Unknown,Limerick,193000.0,No,Second-Hand Dwelling house /Apartment,Unknown,11,11,2019,2019-11-11,109.2395096,34751.16309,22,12
"177 Blackditch Road, Ballyfermot, Dublin 10",Unknown,Dublin,118000.0,No,Second-Hand Dwelling house /Apartment,Unknown,5,8,2011,2011-08-05,117.6102093,29387.63815,22,5
"CORR, LOUGHDUFF, CO CAVAN",Unknown,Cavan,130000.0,No,Second-Hand Dwelling house /Apartment,Unknown,13,10,2017,2017-10-13,82.55732554,24442.61329,22,1
"44 THE COURTYARD, HILL ST, DUBLIN 1",Dublin 1,Dublin,244000.0,No,Second-Hand Dwelling house /Apartment,Unknown,21,3,2018,2018-03-21,122.3417314,37406.12892,0,5
"Dooga, Coon, Co. Limerick",Unknown,Limerick,104167.0,No,Second-Hand Dwelling house /Apartment,Unknown,26,9,2011,2011-09-26,110.6530875,27649.23993,22,12
"17 ROSEGARTH, DONNYBROOK, DOUGLAS",Unknown,Cork,26560.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,24,2,2016,2016-02-24,98.91884037,27690.63863,22,3
"10 Parklands Downs, Citywest",Dublin 24,Dublin,339999.465,No,New Dwelling house /Apartment,Unknown,15,3,2021,2021-03-15,123.9176757,41522.06589,13,5
"94 TURVEY WOOD, DONABATE, DUBLIN",Unknown,Dublin,115000.0,No,Second-Hand Dwelling house /Apartment,Unknown,14,12,2015,2015-12-14,121.3860474,32997.87569,22,5
"107 SHANAGARRY, MILLTOWN RD, MILLTOWN DUBLIN 6",Dublin 6,Dublin,500000.0,No,Second-Hand Dwelling house /Apartment,Unknown,29,3,2018,2018-03-29,122.3417314,37406.12892,17,5
"131 CLUAIN RI, ASHBOURNE, MEATH",Unknown,Meath,190000.0,No,Second-Hand Dwelling house /Apartment,Unknown,1,2,2021,2021-02-01,99.69809961,33245.70711,22,16
"CUILLONAUGHTON, CALLOW, FOXFORD",Unknown,Mayo,575000.0,No,Second-Hand Dwelling house /Apartment,Unknown,27,9,2016,2016-09-27,80.36872919,22497.85207,22,15
"17 MAIN ST, RATHDRUM, MAIN ST",Unknown,Wicklow,125000.0,No,Second-Hand Dwelling house /Apartment,Unknown,21,12,2018,2018-12-21,103.2362037,31564.59124,22,25
"37 SLI NA FAICHE, LIXNAW, TRALEE",Unknown,Kerry,66000.0,No,Second-Hand Dwelling house /Apartment,Unknown,12,8,2016,2016-08-12,86.16519196,24120.47274,22,7
"51 KNOCKTORNAGH, CASTLEBLAYNEY, MONAGHAN",Unknown,Monaghan,134000.0,No,Second-Hand Dwelling house /Apartment,Unknown,21,3,2017,2017-03-21,81.09450753,24009.51914,22,17
"COOKSTOWN LANE, BATTERSTOWN, MEATH",Unknown,Meath,900000.0,No,Second-Hand Dwelling house /Apartment,Unknown,19,10,2018,2018-10-19,103.6349247,31686.50065,22,16
"9 KILCUMMIN FIELDS, OUGHTERARD, GALWAY",Unknown,Galway,140000.0,No,Second-Hand Dwelling house /Apartment,Unknown,14,7,2014,2014-07-14,91.09733125,23859.69176,22,6
"5 WOODLANDS COURT, PORTMARNOCK, DUBLIN 13",Dublin 13,Dublin,695000.0,No,Second-Hand Dwelling house /Apartment,Unknown,4,10,2019,2019-10-04,122.2901374,38902.81574,4,5
"25 Dollymount Avenue, Clontarf, Dublin",Dublin 3,Dublin,725000.0,No,Second-Hand Dwelling house /Apartment,Unknown,7,3,2011,2011-03-07,117.6102093,29387.63815,14,5
"60 GARNISH SQ, WATERVILLE, BLANCHARDSTOWN DUBLIN 15",Dublin 15,Dublin,265000.0,No,Second-Hand Dwelling house /Apartment,Unknown,10,3,2017,2017-03-10,120.8404921,35777.04822,6,5
"24 ST JOHNS GROVE, JOHNSTOWN NAAS, JOHNS GROVE",Unknown,Kildare,90000.0,No,Second-Hand Dwelling house /Apartment,Unknown,20,11,2013,2013-11-20,101.704581,26128.27512,22,8
"27  LANA  AN  BHAILE, CRAUGHWELL, GALWAY",Unknown,Galway,280000.0,No,Second-Hand Dwelling house /Apartment,Unknown,29,1,2021,2021-01-29,88.85740352,29578.80337,22,6
"Plot D Drummans, Tobersool Lane, Balbriggan",Unknown,Dublin,96475.0,No,New Dwelling house /Apartment,Unknown,22,4,2021,2021-04-22,123.9176757,41522.06589,22,5
"CASHEL, CHARLESTOWN, MAYO",Unknown,Mayo,82862.0,No,Second-Hand Dwelling house /Apartment,Unknown,15,12,2021,2021-12-15,79.52449336,26479.23549,22,15
"17 GLINCOOL GROVE, BALLINCOLLIG, CORK",Unknown,Cork,225000.0,No,Second-Hand Dwelling house /Apartment,Unknown,1,2,2019,2019-02-01,102.3223668,32550.68859,22,3
"58 DRUMBANNON, BAILEBOROUGH, COUNTY CAVAN",Unknown,Clare,46000.0,No,Second-Hand Dwelling house /Apartment,Unknown,26,8,2015,2015-08-26,87.13651372,23687.3999,22,2
"WOODSGIFT, URLINGFORD, KILKENNY",Unknown,Kilkenny,240000.0,No,Second-Hand Dwelling house /Apartment,Unknown,15,9,2015,2015-09-15,93.50656162,25419.04907,22,9
"14 Hillview, Bellingsfield, Kilcullen Road",Unknown,Kildare,395000.43,No,New Dwelling house /Apartment,Unknown,29,11,2018,2018-11-29,113.8570586,34811.93017,22,8
"1 YEATS HALL, CARRICKMINES WOOD, BRENNANSTOWN RD DUBLIN 18",Dublin 18,Dublin,475000.0,No,Second-Hand Dwelling house /Apartment,Unknown,9,12,2020,2020-12-09,123.1012168,40191.10945,9,5
"MOONVOY, TRAMORE, WATERFORD",Unknown,Waterford,210000.0,No,Second-Hand Dwelling house /Apartment,Unknown,14,1,2016,2016-01-14,90.09594264,25220.81921,22,22
"LOUGHLION HOUSE, MONASTEREVIN ROAD, KILDARE",Unknown,Kildare,467000.0,No,Second-Hand Dwelling house /Apartment,Unknown,23,8,2019,2019-08-23,107.1593191,34089.41499,22,8
"50 Knights Grange, Lacken Road, Kilbarry",Unknown,Waterford,209999.9927,Yes,New Dwelling house /Apartment,Unknown,21,10,2020,2020-10-21,89.84377913,29274.35521,22,22
"THE BUNGALOW, BALLYNATTIN, ARKLOW",Unknown,Wicklow,298000.0,No,Second-Hand Dwelling house /Apartment,Unknown,1,8,2018,2018-08-01,103.2362037,31564.59124,22,25
"5 ALEXANDRA COURT, DUNDRUM, DUBLIN 14",Dublin 14,Dublin,248500.0,No,Second-Hand Dwelling house /Apartment,Unknown,12,8,2020,2020-08-12,123.1012168,40191.10945,5,5
"14 Parklands Green, Saggart",Unknown,Dublin,359999.99235,No,New Dwelling house /Apartment,Unknown,9,8,2021,2021-08-09,123.9176757,41522.06589,22,5
"146 VIKING HARBOUR APTS, USHERS ISLAND, DUBLIN",Dublin 8,Dublin,207000.0,No,Second-Hand Dwelling house /Apartment,Unknown,12,3,2019,2019-03-12,122.2901374,38902.81574,20,5
"6 BLACKROCK PARK, MALLOW, CORK",Unknown,Cork,93333.0,No,Second-Hand Dwelling house /Apartment,Unknown,26,1,2016,2016-01-26,98.91884037,27690.63863,22,3
"33, Fairhaven Road, Castleknock Road  Castleknock",Dublin 15,Dublin,754775.0,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,4,12,2015,2015-12-04,121.3860474,32997.87569,6,5
"12 BELFRY CRESCENT, LISCORRIE, CROSSLANE",Unknown,Louth,260000.125,No,New Dwelling house /Apartment,Unknown,21,2,2019,2019-02-21,88.50637394,28155.55881,22,14
"5 Belmont Drive, Aiken's Village, Stepsaide",Unknown,Dublin,389999.99455,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,7,3,2014,2014-03-07,120.6112462,31589.80748,22,5
"36 KEVIN BARRY ST, WEXFORD, WEXFORD",Unknown,Wexford,66000.0,No,Second-Hand Dwelling house /Apartment,Unknown,28,10,2014,2014-10-28,89.28165522,23384.14028,22,24
"33 WATERFRONT APARTMENTS, LYNCHES QUAY, COBH",Unknown,Cork,125000.0,No,Second-Hand Dwelling house /Apartment,Unknown,8,1,2020,2020-01-08,102.4934839,33427.07414,22,3
"Unit 13 Terenure Gate, Terenure Road West, Dublin 6W",Dublin 6w,Dublin,594999.915,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,17,11,2017,2017-11-17,120.8404921,35777.04822,18,5
"HUGGARDSLAND, GLASHEEN RD, CORK",Unknown,Cork,82500.0,No,Second-Hand Dwelling house /Apartment,Unknown,16,10,2015,2015-10-16,98.45160268,26763.32095,22,3
"22 Kilheale Avenue, Kilheale Manor, Hartwell Road",Unknown,Kilkenny,102150.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,17,10,2016,2016-10-17,88.15590643,24677.73924,22,9
"28 MADDENS TERRACE, CLARECASTLE, ENNIS",Unknown,Clare,112000.0,No,Second-Hand Dwelling house /Apartment,Unknown,9,3,2020,2020-03-09,89.41223561,29116.97526,22,2
"19 Chestnut Grove, Kingswood, Tallaght  Dublin 24",Dublin 24,Dublin,276000.0,No,Second-Hand Dwelling house /Apartment,Unknown,19,9,2014,2014-09-19,120.6112462,31589.80748,13,5
"42 LOWER KILMACUD RD, STILLORGAN, DUBLIN",Unknown,Dublin,612000.0,No,Second-Hand Dwelling house /Apartment,Unknown,30,6,2016,2016-06-30,121.9729259,34144.23583,22,5
"RICHARDSTOWN, ARDEE, LOUTH",Unknown,Louth,45000.0,No,Second-Hand Dwelling house /Apartment,Unknown,22,10,2014,2014-10-22,88.7353646,23241.05897,22,14
"98 CARTON COURT, MAYNOOTH, KILDARE",Unknown,Kildare,417998.0,No,Second-Hand Dwelling house /Apartment,Unknown,24,6,2021,2021-06-24,107.7075719,36026.93033,22,8
"26 The Drive, Barnhall Meadows, Leixlip",Unknown,Kildare,459999.61,No,New Dwelling house /Apartment,Unknown,3,9,2020,2020-09-03,107.4330958,35044.78533,22,8
"34 MACKINTOSH PARK, POTTERY RD, DUN LAOGHAIRE",Unknown,Dublin,367000.0,No,Second-Hand Dwelling house /Apartment,Unknown,16,6,2017,2017-06-16,120.8404921,35777.04822,22,5
"26 HILLCROFT, ST PATRICKS ROAD, LIMERICK",Unknown,Limerick,147000.0,No,Second-Hand Dwelling house /Apartment,Unknown,6,6,2016,2016-06-06,108.8402222,30467.95989,22,12
"ARDEEN, CLONDROHID, CO CORK",Unknown,Cork,45000.0,No,Second-Hand Dwelling house /Apartment,Unknown,10,9,2018,2018-09-10,101.6747702,31087.1811,22,3
"4 Hawthorn Hill, Whitebrook, Pembrokestown",Unknown,Wexford,176719.5,No,New Dwelling house /Apartment,greater than or equal to 125 sq metres,4,4,2017,2017-04-04,82.15337253,24323.01558,22,24
"37 PALACE CRESENT, LONGFORD, LONGFORD",Unknown,Longford,30000.0,No,Second-Hand Dwelling house /Apartment,Unknown,22,10,2015,2015-10-22,82.23913948,22356.08588,22,13
"4 WHITWORTH PLACE, DRUMCONDRA, DUBLIN 9",Dublin 3,Dublin,240000.0,No,Second-Hand Dwelling house /Apartment,Unknown,5,10,2016,2016-10-05,121.9729259,34144.23583,14,5
"18 fairlawn road, finglas, dublin 11",Unknown,Dublin,80000.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,27,4,2011,2011-04-27,117.6102093,29387.63815,22,5
"3 WILLOW GREEN, ATHLONE, WESTMEATH",Unknown,Westmeath,100000.0,No,Second-Hand Dwelling house /Apartment,Unknown,15,9,2017,2017-09-15,81.80278841,24219.21871,22,23
"4 BLACKBULL COTTAGES, DUBLIN ROAD, DROGHEDA",Unknown,Louth,165000.0,No,Second-Hand Dwelling house /Apartment,Unknown,27,8,2020,2020-08-27,87.92986994,28625.88609,22,14
"46 NEWBURY PARK, DERRINTURN, CARBURY",Unknown,Kildare,114000.0,No,Second-Hand Dwelling house /Apartment,Unknown,14,8,2015,2015-08-14,105.0155327,28547.6755,22,8
"APT 135, BROOKFIELD HALL, CASTLETROY",Unknown,Limerick,72500.0,No,Second-Hand Dwelling house /Apartment,Unknown,19,9,2019,2019-09-19,109.2395096,34751.16309,22,12
"HARBOUR VIEW, WOODSIDE RD, SANDYFORD DUBLIN 18",Dublin 18,Dublin,400000.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,3,11,2020,2020-11-03,123.1012168,40191.10945,9,5
"3 morehampton court, rere 13 morehampton road, donnybrook",Unknown,Dublin,485000.0,No,Second-Hand Dwelling house /Apartment,Unknown,27,7,2012,2012-07-27,119.0093179,30840.87562,22,5
"38 EATON GREEN, EATON DR, RATHCOOLE",Dublin 24,Dublin,165000.0,No,Second-Hand Dwelling house /Apartment,Unknown,27,1,2016,2016-01-27,121.9729259,34144.23583,13,5
"14 TRIMLESTON DR, BLACKROCK, DUBLIN",Unknown,Dublin,665914.0,No,Second-Hand Dwelling house /Apartment,Unknown,9,8,2017,2017-08-09,120.8404921,35777.04822,22,5
"32 CHAPEL GATE, BALBRIGGAN, DUBLIN",Unknown,Dublin,225000.0,No,Second-Hand Dwelling house /Apartment,Unknown,27,1,2017,2017-01-27,120.8404921,35777.04822,22,5
"THE CRESCENT, BOYLE, CO ROSCOMMON",Unknown,Roscommon,26000.0,No,Second-Hand Dwelling house /Apartment,Unknown,21,12,2015,2015-12-21,79.32921101,21565.04391,22,19
"Rock Lane, Birr",Unknown,Offaly,150000.0,No,Second-Hand Dwelling house /Apartment,Unknown,20,12,2012,2012-12-20,81.3776957,21088.76376,22,18
"APT 1 279 RICHMOND ROAD, FAIRVIEW, DUBLIN 3",Unknown,Dublin,80000.0,No,Second-Hand Dwelling house /Apartment,Unknown,16,1,2017,2017-01-16,120.8404921,35777.04822,22,5
"APT 7, PALLISER HOUSE, ROYAL PARADE",Unknown,Clare,60000.0,No,Second-Hand Dwelling house /Apartment,Unknown,31,12,2014,2014-12-31,87.58297144,22939.23074,22,2
"183 Curragh Woods, Frankfield, Douglas",Unknown,Cork,247000.0,No,Second-Hand Dwelling house /Apartment,Unknown,26,7,2010,2010-07-26,100.639342,25645.86763,22,3
"92 CLARKES RD, BALLYPHEHANE, CORK",Unknown,Cork,47500.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,17,10,2014,2014-10-17,99.86583566,26156.28826,22,3
"5 BROMLEY CRESCENT, ARDKEEN VILLAGE, WATERFORD",Unknown,Waterford,239000.0,No,Second-Hand Dwelling house /Apartment,Unknown,7,7,2017,2017-07-07,88.63183845,26241.08446,22,22
"no 2 the fairlands, roscommon road, athlone",Unknown,Roscommon,209975.0,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,6,3,2014,2014-03-06,81.98302029,21472.52358,22,19
"55 FLOWER HILL, RUSHBROOKE MANOR, COBH",Unknown,Cork,130000.0,No,Second-Hand Dwelling house /Apartment,Unknown,22,4,2016,2016-04-22,98.91884037,27690.63863,22,3
"Glenrevagh, Corrandulla, Co. Galway",Unknown,Galway,168000.0,No,Second-Hand Dwelling house /Apartment,Unknown,1,3,2013,2013-03-01,91.40722728,23482.84767,22,6
"41 Seoid na Tra, Bettystown",Unknown,Meath,322498.9,No,New Dwelling house /Apartment,Unknown,26,3,2021,2021-03-26,99.69809961,33245.70711,22,16
"CULLENTRA, BALLYHAISE, CAVAN",Unknown,Cavan,118000.0,No,Second-Hand Dwelling house /Apartment,Unknown,17,5,2017,2017-05-17,82.55732554,24442.61329,22,1
"1 Oaktree Road, Cunnaberry Hill, Tully Road",Unknown,Kildare,249999.64,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,24,3,2017,2017-03-24,114.4367515,33881.10315,22,8
"6 CARRAGH MEWS, KNOCKNACARRA RD, GALWAY",Unknown,Galway,185000.0,No,Second-Hand Dwelling house /Apartment,Unknown,11,9,2014,2014-09-11,91.09733125,23859.69176,22,6
"21 Hampton Wood Lawn, Finglas",Dublin 11,Dublin,163999.555,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,18,12,2014,2014-12-18,120.6112462,31589.80748,2,5
"18 DUN DAINGEAN, NEWCASTLE RD, GALWAY",Unknown,Galway,380000.0,No,Second-Hand Dwelling house /Apartment,Unknown,5,12,2017,2017-12-05,91.30778344,27033.34715,22,6
"Site 288, Cilleithne Gardens, Bellingham",Unknown,Laois,213819.98275,No,New Dwelling house /Apartment,Unknown,24,11,2020,2020-11-24,71.3192998,23145.2464,22,10
"116 TYRCONNELL PARK, INCHICORE, DUBLIN 8",Dublin 8,Dublin,267500.0,No,Second-Hand Dwelling house /Apartment,Unknown,8,12,2014,2014-12-08,120.6112462,31589.80748,20,5
"CORRAN SOUTH, LEAP, CO CORK",Unknown,Cork,95000.0,No,Second-Hand Dwelling house /Apartment,Unknown,5,11,2015,2015-11-05,98.45160268,26763.32095,22,3
"51 THE GROVE, DELFORD DR, ROCHESTOWN",Unknown,Cork,220000.0,No,Second-Hand Dwelling house /Apartment,Unknown,24,4,2014,2014-04-24,99.86583566,26156.28826,22,3
"7 The Mews, castle court, clontarf",Unknown,Dublin,235000.0,No,Second-Hand Dwelling house /Apartment,Unknown,19,4,2012,2012-04-19,119.0093179,30840.87562,22,5
"KATES COTTAGE, AUGHRIS, TEMPLEBOY",Unknown,Sligo,45000.0,No,Second-Hand Dwelling house /Apartment,Unknown,22,4,2014,2014-04-22,88.7669505,23249.33177,22,20
"160 CLUAIN AIRNE, SHANNON, CO. CLARE",Unknown,Clare,90000.0,No,Second-Hand Dwelling house /Apartment,Unknown,7,1,2016,2016-01-07,88.45751594,24762.16966,22,2
"Apt 63 The Bracken, Marina Village  Greystones",Unknown,Wicklow,384418.825,No,New Dwelling house /Apartment,Unknown,11,5,2021,2021-05-11,103.0220033,34507.44349,22,25
"16 Springmount Woods, Glanmire",Unknown,Cork,334999.9943,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,23,5,2017,2017-05-23,98.94301186,29293.89683,22,3
"5 LISROYNE COURT, ELPHIN STREET, STROKESTOWN",Unknown,Roscommon,96916.3,Yes,Second-Hand Dwelling house /Apartment,Unknown,18,12,2019,2019-12-18,81.24967744,25847.06581,22,19
"12 SYLVAN CLOSE, KINGSWOOD HEIGHTS, TALLAGHT DUBLIN 24",Dublin 24,Dublin,297000.0,No,Second-Hand Dwelling house /Apartment,Unknown,11,8,2016,2016-08-11,121.9729259,34144.23583,13,5
"24 GLENTAIN CLOSE MOUNTAIN TOP, LETTERKENNY, DONEGAL",Unknown,Donegal,130000.0,No,Second-Hand Dwelling house /Apartment,Unknown,25,4,2018,2018-04-25,69.36144933,21207.34508,22,4
"38 CLONARD VILLAGE, CLONARD, WEXFORD",Unknown,Wexford,120000.0,No,Second-Hand Dwelling house /Apartment,Unknown,5,12,2019,2019-12-05,83.51898489,26568.97561,22,24
"DONORE RD, DROGHEDA, MEATH",Unknown,Meath,323000.0,No,Second-Hand Dwelling house /Apartment,Unknown,20,12,2018,2018-12-20,103.6349247,31686.50065,22,16
"125 CHARLESLAND PARK, GREYSTONES, WICKLOW",Unknown,Wicklow,335000.0,No,Second-Hand Dwelling house /Apartment,Unknown,12,2,2016,2016-02-12,102.1790448,28603.27714,22,25
